Connection to (10.0.2.2, 5020) failed: [Errno 111] Connection refused
Connection to GATEWAY (10.0.2.2:5020) failed (connect() returned False). Retrying in 1.0s...


[2026-05-05 12:56:13] Bus 1: V=1.013 pu, I=169.241 A, Breaker=CLOSE
[2026-05-05 13:04:07] Bus 2: V=1.030 pu, I=700.517 A, Breaker=CLOSE
[2026-05-05 13:04:07] Bus 3: V=0.983 pu, I=244.345 A, Breaker=CLOSE
[2026-05-05 13:04:07] Bus 4: V=1.046 pu, I=248.414 A, Breaker=CLOSE
[2026-05-05 13:04:07] Bus 5: V=1.046 pu, I=772.586 A, Breaker=CLOSE


[2026-05-05 13:04:11] Bus 1: V=1.022 pu, I=880.276 A, Breaker=CLOSE
[2026-05-05 13:04:11] Bus 2: V=1.046 pu, I=732.034 A, Breaker=CLOSE
[2026-05-05 13:04:11] Bus 3: V=0.986 pu, I=765.931 A, Breaker=CLOSE
[2026-05-05 13:04:11] Bus 4: V=0.951 pu, I=590.517 A, Breaker=CLOSE
[2026-05-05 13:04:11] Bus 5: V=0.995 pu, I=668.793 A, Breaker=CLOSE


[2026-05-05 13:04:15] Bus 1: V=1.017 pu, I=588.276 A, Breaker=CLOSE
[2026-05-05 13:04:15] Bus 2: V=1.032 pu, I=842.586 A, Breaker=CLOSE
[2026-05-05 13:04:15] Bus 3: V=0.960 pu, I=344.379 A, Breaker=CLOSE
[2026-05-05 13:04:15] Bus 4: V=0.952 pu, I=868.241 A, Breaker=CLOSE
[2026-05-05 13:04:15] Bus 5: V=1.006 pu, I=845.483 A, Breaker=CLOSE


[2026-05-05 13:04:19] Bus 1: V=0.972 pu, I=206.517 A, Breaker=CLOSE
[2026-05-05 13:04:19] Bus 2: V=1.032 pu, I=819.655 A, Breaker=CLOSE
[2026-05-05 13:04:19] Bus 3: V=0.980 pu, I=473.345 A, Breaker=CLOSE
[2026-05-05 13:04:19] Bus 4: V=0.963 pu, I=907.000 A, Breaker=CLOSE
[2026-05-05 13:04:19] Bus 5: V=0.980 pu, I=538.828 A, Breaker=CLOSE


[2026-05-05 13:04:23] Bus 1: V=0.959 pu, I=864.138 A, Breaker=CLOSE
[2026-05-05 13:04:23] Bus 2: V=0.963 pu, I=517.414 A, Breaker=CLOSE
[2026-05-05 13:04:23] Bus 3: V=1.017 pu, I=707.345 A, Breaker=CLOSE
[2026-05-05 13:04:23] Bus 4: V=1.044 pu, I=452.069 A, Breaker=CLOSE
[2026-05-05 13:04:23] Bus 5: V=1.024 pu, I=264.000 A, Breaker=CLOSE


[2026-05-05 13:04:27] Bus 1: V=0.991 pu, I=230.034 A, Breaker=CLOSE
[2026-05-05 13:04:27] Bus 2: V=0.998 pu, I=464.345 A, Breaker=CLOSE
[2026-05-05 13:04:27] Bus 3: V=1.045 pu, I=169.828 A, Breaker=CLOSE
[2026-05-05 13:04:27] Bus 4: V=0.987 pu, I=497.172 A, Breaker=CLOSE
[2026-05-05 13:04:27] Bus 5: V=1.045 pu, I=770.345 A, Breaker=CLOSE


[2026-05-05 13:04:31] Bus 1: V=0.991 pu, I=230.034 A, Breaker=CLOSE
[2026-05-05 13:04:31] Bus 2: V=0.998 pu, I=464.345 A, Breaker=CLOSE
[2026-05-05 13:04:31] Bus 3: V=1.045 pu, I=169.828 A, Breaker=CLOSE
[2026-05-05 13:04:31] Bus 4: V=0.987 pu, I=497.172 A, Breaker=CLOSE
[2026-05-05 13:04:31] Bus 5: V=1.045 pu, I=770.345 A, Breaker=CLOSE


[2026-05-05 13:04:35] Bus 1: V=0.959 pu, I=703.759 A, Breaker=CLOSE
[2026-05-05 13:04:35] Bus 2: V=1.004 pu, I=894.448 A, Breaker=CLOSE
[2026-05-05 13:04:35] Bus 3: V=0.985 pu, I=462.759 A, Breaker=CLOSE
[2026-05-05 13:04:35] Bus 4: V=0.968 pu, I=253.586 A, Breaker=CLOSE
[2026-05-05 13:04:35] Bus 5: V=1.034 pu, I=482.586 A, Breaker=CLOSE


[2026-05-05 13:04:39] Bus 1: V=1.016 pu, I=631.724 A, Breaker=CLOSE
[2026-05-05 13:04:39] Bus 2: V=1.009 pu, I=167.207 A, Breaker=CLOSE
[2026-05-05 13:04:39] Bus 3: V=1.028 pu, I=328.897 A, Breaker=CLOSE
[2026-05-05 13:04:39] Bus 4: V=0.962 pu, I=605.862 A, Breaker=CLOSE
[2026-05-05 13:04:39] Bus 5: V=0.956 pu, I=769.379 A, Breaker=CLOSE


[2026-05-05 13:04:44] Bus 1: V=0.970 pu, I=326.828 A, Breaker=CLOSE
[2026-05-05 13:04:44] Bus 2: V=1.036 pu, I=388.793 A, Breaker=CLOSE
[2026-05-05 13:04:44] Bus 3: V=0.964 pu, I=870.103 A, Breaker=CLOSE
[2026-05-05 13:04:44] Bus 4: V=0.950 pu, I=849.552 A, Breaker=CLOSE
[2026-05-05 13:04:44] Bus 5: V=0.964 pu, I=260.966 A, Breaker=CLOSE


[2026-05-05 13:04:48] Bus 1: V=0.975 pu, I=292.931 A, Breaker=CLOSE
[2026-05-05 13:04:48] Bus 2: V=1.016 pu, I=169.483 A, Breaker=CLOSE
[2026-05-05 13:04:48] Bus 3: V=0.951 pu, I=793.621 A, Breaker=CLOSE
[2026-05-05 13:04:48] Bus 4: V=0.973 pu, I=410.241 A, Breaker=CLOSE
[2026-05-05 13:04:48] Bus 5: V=0.967 pu, I=199.000 A, Breaker=CLOSE


[2026-05-05 13:04:52] Bus 1: V=0.975 pu, I=292.931 A, Breaker=CLOSE
[2026-05-05 13:04:52] Bus 2: V=1.016 pu, I=169.483 A, Breaker=CLOSE
[2026-05-05 13:04:52] Bus 3: V=0.951 pu, I=793.621 A, Breaker=CLOSE
[2026-05-05 13:04:52] Bus 4: V=0.973 pu, I=410.241 A, Breaker=CLOSE
[2026-05-05 13:04:52] Bus 5: V=0.967 pu, I=199.000 A, Breaker=CLOSE


[2026-05-05 13:04:56] Bus 1: V=1.024 pu, I=540.759 A, Breaker=CLOSE
[2026-05-05 13:04:56] Bus 2: V=1.024 pu, I=503.448 A, Breaker=CLOSE
[2026-05-05 13:04:56] Bus 3: V=1.027 pu, I=529.310 A, Breaker=CLOSE
[2026-05-05 13:04:56] Bus 4: V=0.960 pu, I=558.690 A, Breaker=CLOSE
[2026-05-05 13:04:56] Bus 5: V=1.044 pu, I=177.690 A, Breaker=CLOSE


[2026-05-05 13:05:00] Bus 1: V=1.028 pu, I=791.448 A, Breaker=CLOSE
[2026-05-05 13:05:00] Bus 2: V=1.002 pu, I=500.862 A, Breaker=CLOSE
[2026-05-05 13:05:00] Bus 3: V=1.046 pu, I=190.103 A, Breaker=CLOSE
[2026-05-05 13:05:00] Bus 4: V=0.997 pu, I=459.862 A, Breaker=CLOSE
[2026-05-05 13:05:00] Bus 5: V=1.018 pu, I=516.897 A, Breaker=CLOSE


[2026-05-05 13:05:04] Bus 1: V=1.040 pu, I=200.379 A, Breaker=CLOSE
[2026-05-05 13:05:04] Bus 2: V=0.958 pu, I=643.517 A, Breaker=CLOSE
[2026-05-05 13:05:04] Bus 3: V=0.956 pu, I=378.759 A, Breaker=CLOSE
[2026-05-05 13:05:04] Bus 4: V=1.013 pu, I=563.310 A, Breaker=CLOSE
[2026-05-05 13:05:04] Bus 5: V=0.982 pu, I=927.414 A, Breaker=CLOSE


[2026-05-05 13:05:08] Bus 1: V=1.003 pu, I=497.103 A, Breaker=CLOSE
[2026-05-05 13:05:08] Bus 2: V=1.010 pu, I=225.793 A, Breaker=CLOSE
[2026-05-05 13:05:08] Bus 3: V=1.020 pu, I=787.138 A, Breaker=CLOSE
[2026-05-05 13:05:08] Bus 4: V=1.015 pu, I=728.103 A, Breaker=CLOSE
[2026-05-05 13:05:08] Bus 5: V=1.022 pu, I=309.724 A, Breaker=CLOSE


[2026-05-05 13:05:12] Bus 1: V=0.995 pu, I=328.414 A, Breaker=CLOSE
[2026-05-05 13:05:12] Bus 2: V=0.983 pu, I=506.621 A, Breaker=CLOSE
[2026-05-05 13:05:12] Bus 3: V=0.991 pu, I=226.966 A, Breaker=CLOSE
[2026-05-05 13:05:12] Bus 4: V=0.992 pu, I=664.724 A, Breaker=CLOSE
[2026-05-05 13:05:12] Bus 5: V=0.987 pu, I=272.379 A, Breaker=CLOSE


[2026-05-05 13:05:16] Bus 1: V=0.995 pu, I=328.414 A, Breaker=CLOSE
[2026-05-05 13:05:16] Bus 2: V=0.983 pu, I=506.621 A, Breaker=CLOSE
[2026-05-05 13:05:16] Bus 3: V=0.991 pu, I=226.966 A, Breaker=CLOSE
[2026-05-05 13:05:16] Bus 4: V=0.992 pu, I=664.724 A, Breaker=CLOSE
[2026-05-05 13:05:16] Bus 5: V=0.987 pu, I=272.379 A, Breaker=CLOSE


[2026-05-05 13:05:20] Bus 1: V=1.042 pu, I=195.483 A, Breaker=CLOSE
[2026-05-05 13:05:20] Bus 2: V=1.033 pu, I=216.483 A, Breaker=CLOSE
[2026-05-05 13:05:20] Bus 3: V=0.959 pu, I=746.172 A, Breaker=CLOSE
[2026-05-05 13:05:20] Bus 4: V=1.031 pu, I=559.483 A, Breaker=CLOSE
[2026-05-05 13:05:20] Bus 5: V=1.008 pu, I=575.931 A, Breaker=CLOSE


[2026-05-05 13:05:24] Bus 1: V=0.982 pu, I=250.034 A, Breaker=CLOSE
[2026-05-05 13:05:24] Bus 2: V=0.985 pu, I=669.862 A, Breaker=CLOSE
[2026-05-05 13:05:24] Bus 3: V=1.025 pu, I=794.793 A, Breaker=CLOSE
[2026-05-05 13:05:24] Bus 4: V=1.022 pu, I=871.931 A, Breaker=CLOSE
[2026-05-05 13:05:24] Bus 5: V=1.010 pu, I=416.586 A, Breaker=CLOSE


[2026-05-05 13:05:28] Bus 1: V=1.007 pu, I=312.379 A, Breaker=CLOSE
[2026-05-05 13:05:28] Bus 2: V=1.015 pu, I=318.586 A, Breaker=CLOSE
[2026-05-05 13:05:28] Bus 3: V=0.960 pu, I=829.897 A, Breaker=CLOSE
[2026-05-05 13:05:28] Bus 4: V=0.986 pu, I=744.103 A, Breaker=CLOSE
[2026-05-05 13:05:28] Bus 5: V=1.007 pu, I=762.621 A, Breaker=CLOSE


[2026-05-05 13:05:32] Bus 1: V=1.034 pu, I=866.000 A, Breaker=CLOSE
[2026-05-05 13:05:32] Bus 2: V=1.031 pu, I=601.414 A, Breaker=CLOSE
[2026-05-05 13:05:32] Bus 3: V=1.014 pu, I=170.138 A, Breaker=CLOSE
[2026-05-05 13:05:32] Bus 4: V=1.042 pu, I=752.931 A, Breaker=CLOSE
[2026-05-05 13:05:32] Bus 5: V=0.976 pu, I=297.069 A, Breaker=CLOSE


[2026-05-05 13:05:36] Bus 1: V=1.034 pu, I=866.000 A, Breaker=CLOSE
[2026-05-05 13:05:36] Bus 2: V=1.031 pu, I=601.414 A, Breaker=CLOSE
[2026-05-05 13:05:36] Bus 3: V=1.014 pu, I=170.138 A, Breaker=CLOSE
[2026-05-05 13:05:36] Bus 4: V=1.042 pu, I=752.931 A, Breaker=CLOSE
[2026-05-05 13:05:36] Bus 5: V=0.976 pu, I=297.069 A, Breaker=CLOSE


[2026-05-05 13:05:41] Bus 1: V=1.020 pu, I=380.517 A, Breaker=CLOSE
[2026-05-05 13:05:41] Bus 2: V=0.983 pu, I=159.759 A, Breaker=CLOSE
[2026-05-05 13:05:41] Bus 3: V=1.036 pu, I=563.655 A, Breaker=CLOSE
[2026-05-05 13:05:41] Bus 4: V=0.990 pu, I=263.379 A, Breaker=CLOSE
[2026-05-05 13:05:41] Bus 5: V=1.013 pu, I=173.621 A, Breaker=CLOSE


[2026-05-05 13:05:45] Bus 1: V=1.024 pu, I=309.034 A, Breaker=CLOSE
[2026-05-05 13:05:45] Bus 2: V=0.991 pu, I=415.897 A, Breaker=CLOSE
[2026-05-05 13:05:45] Bus 3: V=0.987 pu, I=712.207 A, Breaker=CLOSE
[2026-05-05 13:05:45] Bus 4: V=1.027 pu, I=569.724 A, Breaker=CLOSE
[2026-05-05 13:05:45] Bus 5: V=0.958 pu, I=201.000 A, Breaker=CLOSE


[2026-05-05 13:05:49] Bus 1: V=0.965 pu, I=645.931 A, Breaker=CLOSE
[2026-05-05 13:05:49] Bus 2: V=1.017 pu, I=353.931 A, Breaker=CLOSE
[2026-05-05 13:05:49] Bus 3: V=1.016 pu, I=514.655 A, Breaker=CLOSE
[2026-05-05 13:05:49] Bus 4: V=0.994 pu, I=363.000 A, Breaker=CLOSE
[2026-05-05 13:05:49] Bus 5: V=1.025 pu, I=233.414 A, Breaker=CLOSE


[2026-05-05 13:05:53] Bus 1: V=0.992 pu, I=371.207 A, Breaker=CLOSE
[2026-05-05 13:05:53] Bus 2: V=1.017 pu, I=514.552 A, Breaker=CLOSE
[2026-05-05 13:05:53] Bus 3: V=1.016 pu, I=184.103 A, Breaker=CLOSE
[2026-05-05 13:05:53] Bus 4: V=0.989 pu, I=616.138 A, Breaker=CLOSE
[2026-05-05 13:05:53] Bus 5: V=0.950 pu, I=402.241 A, Breaker=CLOSE


[2026-05-05 13:05:57] Bus 1: V=0.971 pu, I=264.862 A, Breaker=CLOSE
[2026-05-05 13:05:57] Bus 2: V=0.975 pu, I=412.931 A, Breaker=CLOSE
[2026-05-05 13:05:57] Bus 3: V=0.950 pu, I=759.759 A, Breaker=CLOSE
[2026-05-05 13:05:57] Bus 4: V=0.967 pu, I=457.379 A, Breaker=CLOSE
[2026-05-05 13:05:57] Bus 5: V=1.020 pu, I=523.448 A, Breaker=CLOSE


